datetime,inverter,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),is_day (),sunshine_duration (s),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),terrestrial_radiation (W/m²),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),terrestrial_radiation_instant (W/m²),azimuth,zenith,id,panel_size,energy
2023-12-15 14:00:00,6154.166666666667,20.8,54.0,19.7,0.0,0.0,82.0,58.0,0.0,100.0,9.8,12.6,22.3,1,3600.0,403.0,218.0,185.0,431.1,403.0,713.9,383.3,207.3,175.9,431.1,678.9,146,67,inverter2,95.2,5190.366784307343
2023-12-15 15:00:00,3234.7458333333334,20.6,56.0,19.8,0.0,0.0,100.0,100.0,0.0,100.0,8.6,11.5,22.3,1,3600.0,277.0,87.0,190.0,197.7,277.0,621.2,246.5,77.4,169.1,197.7,552.7,134,75,inverter2,95.2,3276.6623069190587
2023-12-15 16:00:00,1283.6583333333333,21.0,57.0,20.3,0.0,0.0,100.0,99.0,7.0,100.0,9.6,12.7,20.2,1,3600.0,189.0,68.0,121.0,206.7,189.0,464.4,149.4,53.7,95.6,206.7,367.1,124,84,inverter2,95.2,1907.6225605334014
2023-12-15 17:00:00,392.2416666666667,19.8,66.0,19.6,0.0,0.0,100.0,94.0,1.0,99.0,9.3,15.6,20.5,1,0.0,64.0,10.0,54.0,55.6,64.0,254.1,33.9,5.3,28.6,55.6,134.5,115,95,inverter2,95.2,294.02281094893107
2023-12-15 18:00:00,0.2124352331606217,18.6,73.0,18.9,0.0,0.0,85.0,60.0,1.0,100.0,6.4,13.0,16.9,0,0.0,8.0,0.0,8.0,0.0,8.0,57.8,0.0,0.0,0.0,0.0,0.0,107,106,inverter2,95.2,0.0
2023-12-15 19:00:00,0.0,17.0,80.0,17.2,0.0,0.0,44.0,16.0,0.0,99.0,7.1,10.9,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,118,inverter2,95.2,0.0
2023-12-15 20:00:00,0.0,16.3,85.0,16.5,0.0,0.0,30.0,0.0,0.0,100.0,7.0,13.1,10.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,130,inverter2,95.2,0.0
2023-12-15 21:00:00,0.0,15.6,89.0,15.7,0.0,0.0,30.0,0.0,0.0,100.0,7.4,14.8,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,143,inverter2,95.2,0.0
2023-12-15 22:00:00,0.0,15.2,91.0,15.5,0.0,0.0,30.0,0.0,0.0,100.0,6.6,13.7,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,154,inverter2,95.2,0.0
2023-12-15 23:00:00,0.0,14.8,94.0,15.4,0.0,0.0,30.0,0.0,0.0,100.0,4.5,12.3,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,165,inverter2,95.2,0.0
2023-12-16 00:00:00,0.0,14.0,96.0,14.1,0.0,0.0,30.0,0.0,0.0,100.0,6.8,10.6,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17,168,inverter2,95.2,0.0
2023-12-16 01:00:00,0.0,14.3,96.0,14.7,0.0,0.0,35.0,6.0,0.0,100.0,5.6,9.4,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59,160,inverter2,95.2,0.0
2023-12-16 02:00:00,0.0,14.5,96.0,14.9,0.0,0.0,32.0,2.0,0.0,100.0,5.9,10.5,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77,148,inverter2,95.2,0.0
2023-12-16 03:00:00,0.0,15.1,92.0,15.6,0.0,0.0,32.0,2.0,0.0,100.0,4.6,9.4,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88,136,inverter2,95.2,0.0
2023-12-16 04:00:00,0.0,14.9,85.0,15.1,0.0,0.0,30.0,0.0,0.0,100.0,3.9,8.3,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96,124,inverter2,95.2,0.0
2023-12-16 05:00:00,0.0,14.9,86.0,15.5,0.0,0.0,32.0,2.0,0.0,100.0,1.5,6.1,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104,112,inverter2,95.2,0.0
2023-12-16 06:00:00,0.0,14.8,87.0,15.3,0.0,0.0,26.0,5.0,0.0,73.0,2.5,5.9,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111,100,inverter2,95.2,0.0
2023-12-16 07:00:00,0.0,13.8,90.0,13.9,0.0,0.0,37.0,14.0,0.0,81.0,4.5,7.3,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120,89,inverter2,95.2,0.0
2023-12-16 08:00:00,14.583333333333334,13.5,92.0,13.4,0.0,0.0,38.0,11.0,0.0,92.0,5.8,9.2,7.2,1,0.0,1.0,0.0,1.0,0.0,1.0,6.5,5.2,0.0,5.2,0.0,33.3,-129,79,inverter2,95.2,0.0
2023-12-16 09:00:00,1481.6291666666666,15.0,93.0,15.6,0.0,0.0,16.0,8.0,0.0,30.0,4.6,9.0,7.2,1,1414.71,57.0,17.0,40.0,124.5,57.0,159.3,100.2,29.9,70.3,150.7,279.9,-140,70,inverter2,95.2,1371.4614377879525
2023-12-16 10:00:00,5309.05,17.0,84.0,17.8,0.0,0.0,18.0,10.0,0.0,30.0,4.2,7.6,10.8,1,3600.0,190.0,104.0,86.0,379.7,190.0,386.8,238.6,130.6,108.0,379.7,485.6,-153,63,inverter2,95.2,4604.516257632254
2023-12-16 11:00:00,6325.058333333333,18.5,78.0,19.1,0.0,0.0,8.0,2.0,0.0,19.0,6.7,9.3,15.8,1,3600.0,307.0,181.0,126.0,451.5,307.0,566.0,345.2,203.5,141.7,451.5,636.3,-168,59,inverter2,95.2,5983.202845408876
2023-12-16 12:00:00,8297.7375,20.2,68.0,20.3,0.0,0.0,12.0,13.0,0.0,0.0,8.7,11.4,21.2,1,3600.0,455.0,343.0,112.0,707.2,455.0,684.8,479.6,361.6,118.1,707.2,721.9,176,59,inverter2,95.2,7959.589413220994
2023-12-16 13:00:00,4528.308333333333,21.3,58.0,20.7,0.0,0.0,14.0,15.0,0.0,0.0,10.2,13.0,23.4,1,3600.0,508.0,410.0,98.0,787.5,508.0,735.1,508.8,410.7,98.2,787.5,736.4,160,61,inverter2,95.2,7773.130435565489
2023-12-16 14:00:00,5251.6125,21.8,54.0,20.6,0.0,0.0,1.0,1.0,0.0,0.0,12.7,16.6,27.4,1,3600.0,492.0,396.0,96.0,783.7,492.0,713.5,468.1,376.8,91.3,783.7,678.8,146,67,inverter2,95.2,6342.4706859204425
2023-12-16 15:00:00,4494.9,21.9,51.0,20.1,0.0,0.0,1.0,1.0,0.0,0.0,14.9,20.0,30.6,1,3600.0,413.0,323.0,90.0,734.0,413.0,621.4,367.7,287.5,80.1,734.0,553.2,134,75,inverter2,95.2,4286.834299099112
2023-12-16 16:00:00,1440.1166666666666,21.0,57.0,19.3,0.0,0.0,30.0,33.0,0.0,0.0,16.7,23.2,35.6,1,3600.0,281.0,198.0,83.0,601.2,281.0,465.1,222.3,156.7,65.7,601.2,368.0,124,84,inverter2,95.2,2123.394574196872
2023-12-16 17:00:00,270.5625,19.8,64.0,18.8,0.0,0.0,26.0,29.0,0.0,0.0,13.3,21.1,32.8,1,3600.0,128.0,75.0,53.0,415.0,128.0,255.2,68.1,39.9,28.2,415.0,135.8,115,95,inverter2,95.2,286.3382376275211
2023-12-16 18:00:00,0.5333333333333333,18.0,79.0,17.9,0.0,0.0,5.0,6.0,0.0,0.0,11.0,20.3,24.8,0,0.0,12.0,4.0,8.0,47.4,12.0,58.5,0.0,0.0,0.0,0.0,0.0,107,106,inverter2,95.2,0.0
2023-12-16 19:00:00,0.0,16.6,89.0,16.8,0.0,0.0,4.0,5.0,0.0,0.0,9.2,18.0,19.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,118,inverter2,95.2,0.0
2023-12-16 20:00:00,0.0,15.7,92.0,16.1,0.0,0.0,4.0,5.0,0.0,0.0,7.6,16.8,15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,130,inverter2,95.2,0.0
2023-12-16 21:00:00,0.0,15.2,94.0,15.6,0.0,0.0,1.0,1.0,0.0,0.0,6.9,15.6,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,143,inverter2,95.2,0.0
2023-12-16 22:00:00,0.0,14.7,95.0,15.2,0.0,0.0,17.0,19.0,0.0,0.0,6.0,13.8,10.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,154,inverter2,95.2,0.0
2023-12-16 23:00:00,0.0,13.3,97.0,13.1,0.0,0.0,26.0,27.0,2.0,0.0,8.0,12.3,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,165,inverter2,95.2,0.0
2023-12-17 00:00:00,0.0,14.6,94.0,15.1,0.0,0.0,26.0,27.0,3.0,0.0,5.4,9.3,9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17,168,inverter2,95.2,0.0
2023-12-17 01:00:00,0.0,13.9,97.0,14.9,0.0,0.0,18.0,20.0,0.0,0.0,0.7,5.0,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59,160,inverter2,95.2,0.0
2023-12-17 02:00:00,0.0,11.9,98.0,12.1,0.0,0.0,86.0,95.0,0.0,0.0,2.5,1.3,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77,148,inverter2,95.2,0.0
2023-12-17 03:00:00,0.0,12.1,95.0,11.8,0.0,0.0,51.0,56.0,1.0,0.0,5.3,5.9,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88,136,inverter2,95.2,0.0
2023-12-17 04:00:00,0.0,13.9,88.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.9,5.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96,124,inverter2,95.2,0.0
2023-12-17 05:00:00,0.0,11.5,96.0,11.3,0.0,0.0,7.0,8.0,0.0,0.0,3.9,2.2,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104,112,inverter2,95.2,0.0
2023-12-17 06:00:00,0.0,11.0,99.0,10.8,0.0,0.0,87.0,97.0,0.0,0.0,3.8,6.1,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111,100,inverter2,95.2,0.0
2023-12-17 07:00:00,0.0,10.3,97.0,9.7,0.0,0.0,61.0,67.0,1.0,0.0,4.0,7.1,7.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120,89,inverter2,95.2,0.0
2023-12-17 08:00:00,190.14166666666668,10.4,94.0,9.7,0.0,0.0,32.0,34.0,1.0,3.0,4.7,7.8,8.3,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.5,-129,79,inverter2,95.2,0.0
2023-12-17 09:00:00,1743.2375,12.7,86.0,11.8,0.0,0.0,45.0,17.0,1.0,98.0,7.3,10.3,13.3,1,2050.16,60.0,21.0,39.0,154.9,60.0,156.6,106.3,37.2,69.1,189.4,277.3,-140,70,inverter2,95.2,1757.6824006565355
2023-12-17 10:00:00,5388.645833333333,15.2,78.0,14.8,0.0,0.0,31.0,3.0,1.0,93.0,5.9,12.6,13.7,1,3600.0,177.0,67.0,110.0,246.2,177.0,384.3,222.6,84.3,138.3,246.2,483.4,-153,63,inverter2,95.2,3719.667438033119
2023-12-17 11:00:00,7186.445833333333,18.1,67.0,17.8,0.0,0.0,26.0,0.0,4.0,78.0,6.4,9.5,15.8,1,3600.0,342.0,229.0,113.0,573.4,342.0,564.0,384.8,257.7,127.1,573.4,634.6,-168,59,inverter2,95.2,7005.663921663361
2023-12-17 12:00:00,9040.55,19.7,55.0,19.0,0.0,0.0,3.0,0.0,5.0,0.0,6.1,7.9,17.6,1,3600.0,458.0,354.0,104.0,731.6,458.0,683.4,483.0,373.3,109.7,731.6,720.7,176,59,inverter2,95.2,8101.308728969583
2023-12-17 13:00:00,8514.433333333332,20.5,52.0,19.8,0.0,0.0,1.0,0.0,1.0,0.0,5.7,7.5,17.6,1,3600.0,506.0,406.0,100.0,780.9,506.0,734.2,507.1,406.8,100.2,780.9,735.8,160,61,inverter2,95.2,7772.8099213078995
2023-12-17 14:00:00,7281.229166666667,20.8,53.0,20.4,0.0,0.0,9.0,10.0,0.0,0.0,5.2,6.8,17.3,1,3600.0,492.0,398.0,94.0,788.1,492.0,713.2,468.3,378.8,89.5,788.1,678.8,146,67,inverter2,95.2,6375.604121964458
2023-12-17 15:00:00,3574.4958333333334,21.0,54.0,20.3,0.0,0.0,28.0,16.0,22.0,0.0,7.6,10.0,18.4,1,3600.0,398.0,298.0,100.0,677.0,398.0,621.7,354.5,265.4,89.1,677.0,553.7,134,75,inverter2,95.2,4186.995260952049
2023-12-17 16:00:00,1362.0666666666666,20.6,58.0,19.9,0.0,0.0,13.0,6.0,12.0,0.0,9.6,13.4,23.8,1,3600.0,250.0,167.0,83.0,506.2,250.0,465.9,198.0,132.3,65.7,506.2,369.0,124,84,inverter2,95.2,1958.5629072183158
2023-12-17 17:00:00,272.15833333333336,19.8,60.0,19.3,0.0,0.0,14.0,8.0,8.0,6.0,7.4,13.8,20.5,1,3600.0,118.0,65.0,53.0,357.9,118.0,256.5,63.1,34.8,28.4,357.9,137.3,115,95,inverter2,95.2,285.8609065390385
2023-12-17 18:00:00,0.2364532019704433,17.8,73.0,17.6,0.0,0.0,9.0,3.0,6.0,10.0,7.7,15.0,14.0,0,0.0,13.0,4.0,9.0,47.1,13.0,59.2,0.0,0.0,0.0,0.0,0.0,107,106,inverter2,95.2,0.0
2023-12-17 19:00:00,0.0,16.4,84.0,16.3,0.0,0.0,9.0,1.0,5.0,18.0,9.2,17.4,15.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,118,inverter2,95.2,0.0
2023-12-17 20:00:00,0.0,15.6,90.0,15.3,0.0,0.0,16.0,8.0,2.0,27.0,10.6,19.4,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,130,inverter2,95.2,0.0
2023-12-17 21:00:00,0.0,15.0,91.0,14.6,0.0,0.0,2.0,2.0,1.0,0.0,10.9,19.5,19.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,142,inverter2,95.2,0.0
2023-12-17 22:00:00,0.0,14.9,88.0,14.4,0.0,0.0,4.0,0.0,7.0,0.0,10.2,21.1,18.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,154,inverter2,95.2,0.0
2023-12-17 23:00:00,0.0,15.0,68.0,13.1,0.0,0.0,7.0,0.0,12.0,0.0,11.6,23.5,20.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,165,inverter2,95.2,0.0
2023-12-18 00:00:00,0.0,14.6,68.0,12.9,0.0,0.0,4.0,0.0,7.0,0.0,9.8,21.3,20.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17,168,inverter2,95.2,0.0
2023-12-18 01:00:00,0.0,14.4,71.0,13.0,0.0,0.0,3.0,3.0,0.0,0.0,8.1,18.0,16.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59,160,inverter2,95.2,0.0
2023-12-18 02:00:00,0.0,13.0,86.0,12.2,0.0,0.0,38.0,41.0,2.0,0.0,7.4,14.3,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77,148,inverter2,95.2,0.0
2023-12-18 03:00:00,0.0,13.2,89.0,12.7,0.0,0.0,10.0,11.0,1.0,0.0,6.7,11.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88,136,inverter2,95.2,0.0
2023-12-18 04:00:00,0.0,12.2,75.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,8.9,13.3,10.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96,124,inverter2,95.2,0.0
2023-12-18 05:00:00,0.0,12.3,74.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,7.9,12.4,10.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104,112,inverter2,95.2,0.0
2023-12-18 06:00:00,0.0,11.6,77.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,9.4,14.2,10.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111,100,inverter2,95.2,0.0
2023-12-18 07:00:00,0.0,11.2,78.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,15.3,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120,89,inverter2,95.2,0.0
2023-12-18 08:00:00,295.075,12.0,72.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,8.6,13.5,11.5,1,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,27.7,-129,79,inverter2,95.2,0.0
2023-12-18 09:00:00,2052.545833333333,13.8,65.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,12.5,9.4,1,2554.88,73.0,39.0,34.0,289.6,73.0,153.9,130.3,69.6,60.7,357.8,274.8,-140,70,inverter2,95.2,2757.6211140540813
2023-12-18 10:00:00,6987.245833333333,15.5,55.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.7,12.6,1,3600.0,229.0,161.0,68.0,595.3,229.0,382.0,288.5,202.8,85.7,595.3,481.3,-153,64,inverter2,95.2,6295.357001422564
2023-12-18 11:00:00,8931.970833333333,16.8,51.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,8.2,10.7,19.1,1,3600.0,372.0,289.0,83.0,726.2,372.0,562.2,418.9,325.4,93.5,726.2,633.0,-168,59,inverter2,95.2,8145.049468429144
2023-12-18 12:00:00,9505.570833333331,17.9,47.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,8.9,11.5,21.2,1,3600.0,472.0,381.0,91.0,789.1,472.0,682.0,498.0,402.0,96.0,789.1,719.6,176,59,inverter2,95.2,8537.437971497386
2023-12-18 13:00:00,9037.704166666666,18.5,44.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,9.2,12.0,22.7,1,3600.0,516.0,421.0,95.0,810.7,516.0,733.5,517.3,422.0,95.2,810.7,735.3,160,61,inverter2,95.2,8031.017263867264
2023-12-18 14:00:00,7321.316666666667,18.6,44.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,9.6,12.2,23.4,1,3600.0,499.0,406.0,93.0,804.2,499.0,713.1,475.1,386.6,88.6,804.2,679.0,146,67,inverter2,95.2,6535.0246875441
2023-12-18 15:00:00,4661.375,18.4,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,12.2,23.4,1,3600.0,425.0,338.0,87.0,767.4,425.0,622.1,378.8,301.2,77.5,767.4,554.5,134,74,inverter2,95.2,4621.950931074488
2023-12-18 16:00:00,1527.3541666666667,17.9,46.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.1,23.4,1,3600.0,300.0,224.0,76.0,677.7,300.0,466.9,237.9,177.6,60.3,677.7,370.2,124,84,inverter2,95.2,2201.3985244123132
2023-12-18 17:00:00,252.15416666666667,16.6,51.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,7.1,12.2,19.8,1,3600.0,141.0,89.0,52.0,487.6,141.0,257.8,75.9,47.9,28.0,487.6,138.8,115,95,inverter2,95.2,280.46524822089515
2023-12-18 18:00:00,1.425233644859813,14.3,63.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.2,12.3,12.6,0,0.0,15.0,5.0,10.0,58.5,15.0,60.0,0.0,0.0,0.0,0.0,0.0,108,106,inverter2,95.2,0.0
2023-12-18 19:00:00,0.0,13.0,72.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,4.3,9.2,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,118,inverter2,95.2,0.0
2023-12-18 20:00:00,0.0,12.3,74.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.8,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,130,inverter2,95.2,0.0
2023-12-18 21:00:00,0.0,11.9,75.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,6.4,7.3,10.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,142,inverter2,95.2,0.0
2023-12-18 22:00:00,0.0,10.9,77.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,7.6,9.5,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,154,inverter2,95.2,0.0
2023-12-18 23:00:00,0.0,10.4,79.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.9,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,165,inverter2,95.2,0.0
2023-12-19 00:00:00,0.0,9.8,81.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,7.5,10.2,12.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16,168,inverter2,95.2,0.0
2023-12-19 01:00:00,0.0,9.6,79.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.4,12.7,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59,160,inverter2,95.2,0.0
2023-12-19 02:00:00,0.0,9.5,76.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.6,13.8,14.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77,149,inverter2,95.2,0.0
2023-12-19 03:00:00,0.0,9.2,71.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,6.8,11.6,13.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88,136,inverter2,95.2,0.0
2023-12-19 04:00:00,0.0,10.3,66.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,7.4,10.4,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96,124,inverter2,95.2,0.0
2023-12-19 05:00:00,0.0,9.8,68.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.4,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104,112,inverter2,95.2,0.0
2023-12-19 06:00:00,0.0,8.6,75.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.9,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111,100,inverter2,95.2,0.0
2023-12-19 07:00:00,0.0,8.2,78.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.6,7.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120,89,inverter2,95.2,0.0
2023-12-19 08:00:00,336.8833333333333,8.3,78.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.3,5.5,7.6,1,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,25.1,-129,79,inverter2,95.2,0.0
2023-12-19 09:00:00,2085.6,11.3,67.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.6,7.6,1,2518.71,72.0,39.0,33.0,291.5,72.0,151.5,129.5,70.2,59.4,363.8,272.5,-140,70,inverter2,95.2,2790.7734890817674
2023-12-19 10:00:00,7084.408333333334,14.7,58.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,3.4,5.5,8.6,1,3600.0,229.0,161.0,68.0,598.7,229.0,379.9,288.9,203.1,85.8,598.7,479.3,-153,64,inverter2,95.2,6349.232380975177
2023-12-19 11:00:00,8998.183333333332,16.6,54.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,8.4,14.8,1,3600.0,373.0,290.0,83.0,731.0,373.0,560.4,420.3,326.8,93.5,731.0,631.5,-168,60,inverter2,95.2,8084.340716911858
2023-12-19 12:00:00,9469.466666666667,17.7,45.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,8.5,11.1,20.5,1,3600.0,474.0,384.0,90.0,796.8,474.0,680.9,500.4,405.4,95.0,796.8,718.8,176,59,inverter2,95.2,8604.227789420287
2023-12-19 13:00:00,8905.858333333334,18.3,42.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,9.8,12.7,23.4,1,3600.0,518.0,425.0,93.0,819.2,518.0,732.9,519.5,426.2,93.3,819.2,735.1,161,61,inverter2,95.2,8118.862129896723
2023-12-19 14:00:00,7358.570833333333,18.5,43.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,9.3,12.4,23.8,1,3600.0,500.0,409.0,91.0,810.3,500.0,713.1,476.3,389.6,86.7,810.3,679.3,146,67,inverter2,95.2,6552.773448184884
2023-12-19 15:00:00,4712.9,18.6,42.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,7.7,9.9,22.3,1,3600.0,423.0,337.0,86.0,764.6,423.0,622.7,377.2,300.5,76.7,764.6,555.3,134,74,inverter2,95.2,4592.059660387105
2023-12-19 16:00:00,1505.0375,19.1,36.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8,9.0,18.7,1,3600.0,296.0,221.0,75.0,667.2,296.0,468.0,235.0,175.5,59.5,667.2,371.5,124,84,inverter2,95.2,2157.6244039648836
2023-12-19 17:00:00,215.34583333333333,17.6,42.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9,11.3,15.1,1,3600.0,139.0,87.0,52.0,474.0,139.0,259.3,75.3,47.1,28.2,474.0,140.4,116,95,inverter2,95.2,279.0868489069242
